Source,Filename,Bedreiging,Categorie,Citaat
knmi,104,Moeilijkheden bij het compileren van software door gebrek aan documentatie.,Technologisch & digitaal,Further information on the make system is given in the inline comments in the scripts and Makefiles.
knmi,104,Risico op fouten bij het gebruik van shell scripts voor compilatie.,Technologisch & digitaal,some tasks must be transferred to shell scripts.
knmi,104,Verlies van functionaliteit door niet-compatibele versies van bibliotheken.,Technologisch & digitaal,"when installing a new version of the BUFR library, one should be sure to enter make clean first."
knmi,104,Onvoldoende gegevens voor windverwerking.,Technologisch & digitaal,AWDP does not recalculate data that are already present in the input.
knmi,104,Verlies van nauwkeurigheid door het negeren van kwaliteitsindicatoren.,Technologisch & digitaal,"the value of the flags and quality indicators in the beam information, including the sigma0 usability and land fraction, is neglected."
knmi,104,Mogelijke onbetrouwbaarheid van windoplossingen door beperkte verwerking.,Technologisch & digitaal,"If MSS is switched off, AWDP calculates two solutions at most."
knmi,104,Risico op verkeerde interpretatie van gegevens door ambiguïteit.,Technologisch & digitaal,Switch off ambiguity removal (default is switched on).
knmi,104,Beperkte beschikbaarheid van windoplossingen.,Technologisch & digitaal,The number of wind solutions to be written into the ASCAT BUFR format is flexible due to the use of the so-called delayed replication.
knmi,104,Mogelijke inefficiëntie in gegevensverwerking.,Technologisch & digitaal,"the behaviour of AWDP can be changed by the command line options, e.g. the -handleall option."
knmi,104,Onvoldoende gegevensverwerking kan leiden tot onnauwkeurige weersvoorspellingen.,Gezondheid,AWDP may be used for real-time data processing.
knmi,104,Verlies van gegevensintegriteit door onjuiste bestandsformaten.,Technologisch & digitaal,The output will be written into a BUFR file with the name...
knmi,104,Afhankelijkheid van specifieke software en hardware voor gegevensverwerking.,Technologisch & digitaal,This script requires Python to be installed on your system.
knmi,104,Beperkingen in de datacapaciteit van satellieten kunnen de dataverzameling beïnvloeden.,Ecologisch,"The same data, but on 12.5 km cell spacing is available..."
knmi,104,Mogelijke fouten in de uitvoering van scripts kunnen leiden tot verstoorde dataverwerking.,Technologisch & digitaal,The script can be invoked with all valid command line options for awdp.
knmi,104,Verlies van toegang tot cruciale weersinformatie door technische storingen.,Technologisch & digitaal,The user can test the proper functioning of AWDP using the files in the awdp/tests directory.
knmi,104,Onbetrouwbare meteorologische data door kwaliteitsproblemen.,Gezondheid,If one of the three beam Kp values is above a threshold which is wind
knmi,104,Afhankelijkheid van externe meteorologische centra voor data.,Sociaal & Maatschappelijk,BUFR tables are issued by the various meteorological centres.
knmi,104,Risico op dataverlies door incompatibiliteit tussen besturingssystemen.,Technologisch & digitaal,care must be taken in reading and writing these data under different operating systems
knmi,104,Beperkingen in de verwerking van winddata door vereiste invoerformaten.,Technologisch & digitaal,Input of AWDP is the ASCAT level 1b BUFR or PFS Data Product.
knmi,104,Verlies van nauwkeurigheid in windvoorspellingen door onvoldoende gegevens.,Gezondheid,At least three wind forecasts with forecast time intervals of 3 hours are necessary to perform interpolation with respect to time and location.
knmi,104,Onbetrouwbare meteorologische gegevens door corruptie van outputbestanden.,Gezondheid,the input should be rejected for ingestion by the NWP system.
knmi,104,Verlies van nauwkeurigheid in windvoorspellingen door ambiguïteiten in windvectoroplossingen.,Technologisch & digitaal,"the selection of the most probable surface wind vector among the available wind vector solutions, the so-called ambiguities."
knmi,104,Onvoldoende detectie van zee-ijs door een gebrek aan betrouwbare algoritmes.,Ecologisch,A Bayesian sea ice detection algorithm was developed for ASCAT.
knmi,104,Verhoogde verwerkingstijden door gebruik van complexe algoritmes.,Technologisch & digitaal,the use of MSS results in slightly larger processing times needed for inversion.
knmi,104,Onvoldoende kwaliteitscontrole van data.,Gezondheid,Quality control Usability of input data is determined
knmi,104,Verlies van gegevens door onjuiste verwerking.,Technologisch & digitaal,Deallocation of used memory
knmi,104,Fouten in meteorologische data door slechte kwaliteit.,Gezondheid,Quality checking In BUFR output
knmi,104,Problemen met gegevensverwerking door ambiguïteiten.,Technologisch & digitaal,Sorting of ambiguities to their probability
knmi,104,Onvoldoende logging van fouten tijdens verwerking.,Technologisch & digitaal,"Of course, errors are logged in any case."
knmi,104,Onvoldoende datakwaliteit in meteorologische modellen.,Gezondheid,The routine test_beam checks if the data in the beam are within valid ranges.
knmi,104,Fouten in foutafhandelingsmodules.,Technologisch & digitaal,Subdirectory ErrorHandler contains module ErrorHandler for error management.
knmi,104,Verlies van gegevens door ontbrekende waarden.,Technologisch & digitaal,module numerics for defining data types and handling missing values.
knmi,104,Problemen met compiler specifieke issues.,Technologisch & digitaal,module Compiler_Features for handling some compiler specific issues.
knmi,104,Onvoldoende nauwkeurigheid in satellietdata.,Gezondheid,Telemetry quality (0..1).
knmi,104,Onbetrouwbare windvectoroplossingen.,Gezondheid,Wind vector solution.
knmi,104,Inconsistentie in tijds- en datumnotaties.,Technologisch & digitaal,module DateTimeMod for date and time conversions.
knmi,104,Onvoldoende informatie over satellietbeweging.,Gezondheid,Direction of motion of satellite.
knmi,104,Onvoldoende gegevens over bodemvocht.,Ecologisch,Soil moisture information.
knmi,104,Onvoldoende gegevens over atmosferische omstandigheden.,Ecologisch,Height of atmosphere used.
knmi,104,Onvoldoende kwaliteit van Kp-schatting.,Technologisch & digitaal,Inferior quality of Kp estimate
knmi,104,Windgegevens kunnen onbetrouwbaar zijn door ontbrekende waarden.,Technologisch & digitaal,The routine init_wind() sets the wind vector to missing.
knmi,104,Informatie over ijs kan onvolledig zijn door ontbrekende waarden.,Ecologisch,The routine init_icemodel() sets the ice model data to missing values.
knmi,104,Verlies van gegevens door onjuiste collocatie van gegevens van verschillende grondstations.,Technologisch & digitaal,Beam information originates from different ground stations
knmi,104,Onbetrouwbare windstressberekeningen door niet geïmplementeerde functies.,Technologisch & digitaal,stress calculation is not yet implemented in AWDP
knmi,104,Onvoldoende goede gegevens voor windretrieval.,Technologisch & digitaal,Not enough good σ[ 0] available for wind retrieval
knmi,104,Slechte azimutdiversiteit onder σ[ 0].,Technologisch & digitaal,Poor azimuth diversity among σ[ 0]
knmi,104,Ruis in de straling boven de drempel.,Technologisch & digitaal,Any beam noise content above threshold
knmi,104,Productmonitoring niet gebruikt.,Technologisch & digitaal,Product monitoring not used
knmi,104,Kwaliteitscontrole van KNMI faalt.,Technologisch & digitaal,KNMI quality control fails
knmi,104,Variational quality control faalt.,Technologisch & digitaal,Variational quality control fails
knmi,104,Een deel van de windvectorcel bevindt zich boven land.,Ecologisch,Some portion of wind vector cell is over land
knmi,104,Een deel van de windvectorcel bevindt zich boven ijs.,Ecologisch,Some portion of wind vector cell is over ice
knmi,104,Windinversie niet succesvol.,Technologisch & digitaal,Wind inversion not successful
knmi,104,Gerapporteerde windsnelheid is groter dan 30 m/s.,Technologisch & digitaal,Reported wind speed is greater than 30 m/s
knmi,104,Gerapporteerde windsnelheid is minder dan of gelijk aan 3 m/s.,Technologisch & digitaal,Reported wind speed is less than or equal to 3 m/s
knmi,104,Regenvlag niet berekend.,Technologisch & digitaal,Rain flag not calculated
knmi,104,Regen gedetecteerd.,Ecologisch,Rain detected
knmi,104,Geen meteorologische achtergrond gebruikt.,Technologisch & digitaal,No meteorological background used
knmi,104,Data zijn redundant.,Technologisch & digitaal,Data are redundant
knmi,104,Afstand tot GMF te groot.,Technologisch & digitaal,Distance to GMF too large
knmi,104,Ongeldig satelliet-ID.,Technologisch & digitaal,Invalid satellite id
knmi,104,Ongeldig satellietinstrument-ID.,Technologisch & digitaal,Invalid satellite instrument id
knmi,104,Ongeldige richting van satellietbeweging.,Technologisch & digitaal,Invalid satellite direction of motion
knmi,104,Ongeldige datum of tijdspecificatie.,Technologisch & digitaal,Invalid date or time specification
knmi,104,Ongeldige breedte- of lengtegraad.,Technologisch & digitaal,Invalid latitude or longitude
knmi,104,Ongeldige celafstand.,Technologisch & digitaal,Invalid cell spacing
knmi,104,Ongeldige gegevens in een van de stralen.,Technologisch & digitaal,Invalid data in one of the beams
knmi,104,Ongeldige achtergrondwind.,Technologisch & digitaal,Invalid background wind
knmi,104,Ongeldige ambiguïteiten.,Technologisch & digitaal,Invalid ambiguities
knmi,104,Ongeldige windselectie.,Technologisch & digitaal,Invalid wind selection
knmi,104,Inferieure kwaliteit van inputdata.,Technologisch & digitaal,"if the input data is of inferior quality, the qual_sigma0 flag in the wvc_quality is set, which prevents further processing of this WVC."
knmi,104,Aanwezigheid van land in de WVC's.,Technologisch & digitaal,the land flag in wvc_quality is set whenever any level 1b land fraction is above zero.
knmi,104,Aanwezigheid van ijs in de WVC's.,Technologisch & digitaal,WVCs with a sea surface temperature below 272.16 K (-1.0 °C) are assumed to be covered with ice and the ice and qual_sigma0 flags in wvc_quality are set.
knmi,104,Dubbele rijen in de inputdata.,Technologisch & digitaal,If _preprocess() finds a double row it merges the two rows into one row.
knmi,104,Onvoldoende geldige σ[0]'s voor inversie.,Technologisch & digitaal,Fraction of WVCs containing sufficient valid σ[ 0]’s for inversion =N2.
knmi,104,Ambiguïteit in windoplossingen.,Technologisch & digitaal,the chosen solution is not the one closest to the model wind.
knmi,104,Fouten in de verwerking van winddata door het AWDP-programma.,Technologisch & digitaal,"If any process step returns with an error code, the processing will be terminated."
knmi,104,Onnauwkeurige windvectoroplossingen door een hoge MLE.,Technologisch & digitaal,wind vectors with high MLE are not likely represented by any point on the GMF.
knmi,104,Moeilijkheden bij het discrimineren tussen water- en ijs-WVC's.,Ecologisch,there is a possibility to discriminate between water (wind) and ice WVCs.
knmi,104,Afhankelijkheid van de kwaliteit van de σ[0] metingen voor nauwkeurige windoplossingen.,Technologisch & digitaal,The selection depends on the number of independent σ[0] values available within the wind vector cell.
knmi,104,Risico op verkeerde interpretatie van radarobservaties door ambiguïteiten.,Technologisch & digitaal,a set of ambiguous wind vector solutions.
knmi,104,Verlies van gegevens door fouten in de invoer of uitvoer van het inversiemodule.,Technologisch & digitaal,_save_inv_input_ not used
knmi,104,Afwezigheid van een C-band Look Up Table (LUT) voor radarmetingen.,Technologisch & digitaal,If a C-band LUT is not present it will be created by routine create_LUT_C_VV.
knmi,104,Onzekerheid in de achtergrondoppervlaktewinden.,Gezondheid,background surface winds have their own uncertainty.
knmi,104,Ambiguïteiten in de windoplossingen door scatterometermetingen.,Sociaal & Maatschappelijk,scatterometer measurements tend to generate ambiguous wind solutions with approximately equal likelihood.
knmi,104,Afhankelijkheid van externe informatie voor het creëren van een realistisch windveld.,Geopolitiek & militair,additional spatial constraints and/or additional (external) information are needed to make sensible selections.
